1,1,1000 Apex-legend  coin,8.99,Apex.png
2,1,2150 Apex-legend  coin,17.99,Apex.png
3,1,4350 Apex-legend  coin,35.99,Apex.png
4,1,6700 Apex-legend  coin,53.99,Apex.png
5,2,Gamma Doppler Emerald Karambit,9800,gammaemeraldkarambit.png
6,2,Crimson Kimono ,8815,crimsonkimono.png
7,2,Gungnir ,9428,gungnir.png
8,2,howl,7224,howl.png
9,2,Gold Arabesque ,9285,goldarabesque.png
10,2,fade,1050,fade.png
11,2,handcannon,953,handcannon.png
12,2,wildlily,1063,wildlily.png
13,2,emeralddragon p90,255,emeralddragonp90.png
14,2,akihabara aug,5388,akihabaraaug.png
15,2,cinquedea,641,cinquedea.png
16,2,fallout warning,102,falloutwarning.png
17,2,mjolnir,1785,mjolnir.png
18,2,anodized navy,348,anodizednavy.png
19,2,Operation Breakout Case Key,15.36,Operation Breakout Case Key.png
20,2,Gamma Case Key,9,Gamma Case Key.png
21,4,1000 fortnite bucks,7.99,fortnite.png
22,4,2800 fortnite bucks,19.99,fortnite.png
23,4,5000 fortnite bucks,31.99,fortnite.png
24,4,13500 fortnite bucks,79.99,fortnite.png
25,5,650 league of legends,5,lol.png
26,5,1380 league of legends,10,lol.png
27,5,2800 league of legends,20,lol.png
28,5,5000 league of legends,35,lol.png
29,5,7200 league of legends,50,lol.png
30,5,15000 league of legends,100,lol.png
31,6,63 pubg uc,0.99,pubg.png
32,6,340 pubg uc,4.99,pubg.png
33,6,690 pubg uc,9.99,pubg.png
34,6,1875 pubg uc,24.99,pubg.png
35,6,4000 pubg uc,49.99,pubg.png
36,6,8400 pubg uc,99.99,pubg.png
37,7,500 Rocket league ,4.99,rocketleague.png
38,7,1100 Rocket league ,9.99,rocketleague.png
39,7,3000 Rocket league ,24.99,rocketleague.png
40,7,6500 Rocket league ,49.99,rocketleague.png
41,8,475 VALORANT POINT,4.99,valorant.png
42,8,1000 VALORANT POINT,9.99,valorant.png
43,8,2050 VALORANT POINT,19.99,valorant.png
44,8,3650 VALORANT POINT,34.99,valorant.png
45,8,5350 VALORANT POINT,49.99,valorant.png
46,8,11000 VALORANT POINT,99.99,valorant.png
